"year","GPP_NT_VUT_REF_sum","NEE_VUT_REF_QC_mean","P_F_sum","P_F_QC_mean","P_ERA_sum","P_F_jfmam_sum","P_F_QC_jfmam_mean","P_ERA_jfmam_sum","TA_F_mean","TA_F_QC_mean","TA_ERA_mean","PPFD_IN_mean","PPFD_IN_QC_mean","SW_IN_F_mean","SW_IN_F_QC_mean","SW_IN_ERA_mean","VPD_F_mean","VPD_F_QC_mean","VPD_ERA_mean","NETRAD_mean","NETRAD_QC_mean","G_F_MDS_mean","G_F_MDS_QC_mean","LE_F_MDS_mean","LE_F_MDS_QC_mean","LE_CORR_mean","H_F_MDS_mean","H_F_MDS_QC_mean","H_CORR_mean","SWC_F_MDS_1_mean","SWC_F_MDS_1_QC_mean","SITE_ID","keep_year"
2012,673.40697,0.952219173913043,128.102,1,122.501,172.584,1,156.734,7.43466304347826,1,6.7470652173913,357.560993963957,1,189.973913043478,1,184.018826086957,3.91257608695652,1,3.48786956521739,76.3130288647793,0.999320652173794,3.13822752173913,1,35.9174956521739,0.992980184782609,58.4134380434783,6.50167076086957,0.992074445652174,10.5905766304348,29.4052173913044,1,"AT-Neu",TRUE
1996,NA,0,121.03,0,121.03,202.321,0,202.321,8.18627173913043,0,8.18627173913043,NA,0,147.568239130435,0,147.568239130435,3.53146739130435,0,3.53146739130435,NA,NA,NA,NA,0.00380309326086957,0,0.000293829239130435,-1.07793659782609,0,0.0708665434782609,NA,NA,"BE-Bra",FALSE
1997,NA,0,117.402,1,139.114,186.096,1,251.062,9.95233695652174,0.999320695652174,9.9361847826087,NA,0,155.814945652174,0.789855043478261,155.570326086957,2.9708152173913,0.999320695652174,3.41797826086956,NA,NA,2.01333,0.570199239130435,17.8075894565217,0.629302272826087,6.75232880434783,31.8779858695652,0.924365902173913,9.28642630434783,NA,NA,"BE-Bra",FALSE
1998,NA,0,189.118,1,283.412,263.227,1,369.424,10.6965652173913,1,10.6798913043478,NA,0,133.848815217391,0.971014445652174,140.884108695652,3.33273913043478,1,3.51896739130435,NA,NA,1.64470763043478,1,31.1041129347826,0.792572402173913,13.8930113043478,18.3286945652174,0.834691967391304,16.0483732608696,NA,NA,"BE-Bra",FALSE
1999,393.69847,0.796875195652174,166.893,1,208.676,300.612,1,358.034,10.3403695652174,1,10.700597826087,NA,0,146.958826086957,1,155.919402173913,2.92545652173913,1,3.38876086956522,82.7371248609044,0.998867753623188,1.90175305434783,1,26.5485586956522,0.993659489130435,34.0801840217391,24.9743667391304,0.993885923913044,35.8414192391304,NA,NA,"BE-Bra",TRUE
2000,338.82149,0.820652076086956,196.782,1,231.422,313.656,1,371.684,10.7568260869565,1,10.7167717391304,273.110974599137,0.999773550724638,136.828260869565,1,145.653641304348,3.31789130434783,1,3.41291304347826,75.0495615942029,1,2.7419265326087,1,17.7429710869565,0.412590543478261,26.2218635869565,16.6716836956522,1,37.4007354347826,NA,NA,"BE-Bra",TRUE
2001,268.505402,0.693161065217391,175.37,1,241.782,313.667,1,422.097,9.68859782608696,1,9.81776086956522,NA,0,140.207826086957,1,151.568586956522,3.04972826086957,1,3.52936956521739,78.997468470552,0.999773550724638,1.55896352173913,1,21.8335706521739,0.815670369565217,42.168977173913,18.4044185869565,0.996150347826087,30.4009586956522,NA,NA,"BE-Bra",TRUE
2002,305.37055,0.983695554347826,115.581,1,175.931,261.971,1,378.748,9.48734782608696,1,10.3090434782609,276.982441778916,0.997735507246377,149.016913043478,0.998188586956522,154.388586956522,2.63559782608696,1,3.68260869565217,76.4293228636679,0.999547101449275,NA,NA,17.5445358695652,0.994791739130435,34.4290934782609,21.7204047826087,0.997735652173913,42.2255891304348,NA,NA,"BE-Bra",TRUE
2003,11.041012,NA,170.531,0,170.531,264.222,0,264.222,10.7379456521739,0,10.7379456521739,NA,0,166.026,0,166.026,4.48065217391304,0,4.48065217391304,NA,NA,NA,NA,1.38235717391304,0,1.98876793478261,-9.51930032608696,0,-13.6994652173913,NA,NA,"BE-Bra",FALSE
2004,315.29536,0.81317922826087,110.82,0.988451043478261,141.387,302.222,0.939144690789474,297.639,10.608847826087,0.993885804347826,9.73139130434783,277.763471666522,0.910552536231884,152.770902173913,0.992980130434783,155.340195652174,4.26523913043478,0.993885804347826,3.75832608695652,82.5632272617957,0.982336956521739,0.4194,0.993885804347826,17.7440923913043,0.887907586956522,23.9828489130435,42.9648923913043,0.990941880434783,58.2040010869565,NA,NA,"BE-Bra",TRUE
2005,241.635186,0.928668532608696,187.464,0.663269927532609,192.401,295.628,0.40411147902649,300.565,10.6795652173913,0.665081522717391,10.1606304347826,NA,0,145.57102173913,0.662817188369565,154.352293478261,3.47504347826087,0.665081522717391,3.59721739130435,NA,NA,1.66403817391304,0.296422,24.8029205434783,0.973731815217391,28.1989619565217,41.2670597826087,0.974864054347826,47.8152206521739,NA,NA,"BE-Bra",TRUE
2006,259.142155,0.999773565217391,150.919,1,227.741,229.218,1,321.655,10.5216086956522,1,9.27548913043478,299.287354846014,1,144.403108695652,1,154.121532608696,3.50840217391304,0.315670304347826,3.33486956521739,80.4031510416667,1,0.523455652173913,1,19.6616268478261,0.999773565217391,26.3040989130435,40.8378141304348,1,53.5680739130435,NA,NA,"BE-Bra",TRUE
2007,409.86438,0.983242880434783,159.03,0.979166652173913,174.342,275.136,0.926600417218543,344.916,11.7964673913043,0.984827858695652,11.9231195652174,357.020242898551,0.934782608695652,167.315869565217,0.986412902173913,170.347913043478,5.16145652173913,0.984827858695652,4.90107608695652,91.5952570512588,0.978034420289855,0.530766739130435,0.985733597826087,26.8205108695652,0.984601423913044,32.5477945652174,50.539547826087,0.984601423913044,57.4905423913043,NA,NA,"BE-Bra",TRUE
2008,287.83967,0,238.472,0.999547130434783,242.556,366.657,0.999725894736842,350.051,10.3943695652174,1,10.4864782608696,NA,0,161.254402173913,1,160.920304347826,4.77538043478261,1,4.41133695652174,84.0317971800048,0.998867753623188,0.532001956521739,1,19.5939326086956,0.998414891304348,23.3406902173913,52.9903847826087,0.999320826086956,60.2598391304348,NA,NA,"BE-Bra",FALSE
2009,388.13923,0.91893127173913,171.579,0.937273782608696,174.469,279.322,0.961782701986755,293.431,10.8392391304348,0.946105195652174,10.9035760869565,NA,0,166.238902173913,0.946784434782609,155.840510869565,4.66325,0.946105195652174,3.89485869565217,91.151074189502,0.935688405797101,0.872581195652174,0.946105195652174,26.3173423913044,0.934782717391304,32.0060543478261,49.3642108695652,0.935462086956522,59.3252445652174,NA,NA,"BE-Bra",TRUE
2010,350.54925,0.999547130434783,140.377,1,139.167,248.867,0.999862039735099,271.748,9.32019565217391,0.0869566847826087,9.09039130434783,NA,0,162.892891304348,1,157.719141304348,3.73504347826087,0.0869566847826087,3.74986956521739,94.2423238513722,0.999320652173913,0.355793145543478,1,22.0347336956522,1,27.6988315217391,54.1847565217391,1,66.3463445652174,NA,NA,"BE-Bra",TRUE
2011,530.29817,0.985960108695652,37.124,1,70.784,155.082,1,193.664,11.7743695652174,1,11.6844456521739,NA,0,187.59397826087,1,177.465586956522,5.81525,1,5.49423913043478,109.429959012681,1,0.637968358695652,1,33.091727173913,0.999547130434783,39.0068739130435,59.2874641304348,0.999773565217391,69.7913119565217,NA,NA,"BE-Bra",TRUE
2012,470.85939,0.964900336956522,145.748,1,170.505,270.884,1,277.707,10.3330543478261,1,10.4439565217391,NA,0,156.864,0.99818852173913,155.975532608696,3.79544565217391,1,3.54461956521739,99.1850376278597,0.993885869565217,0.49345877173913,0.997962086956522,32.6882858695652,0.991621576086957,39.8789315217391,47.8251076086956,0.991168836956522,58.40115,NA,NA,"BE-Bra",TRUE
2013,417.60999,0.726449152173913,161.82,1,195.106,251.556,1,295.323,7.3789347826087,1,7.67617391304348,NA,0,145.37972826087,1,141.011543478261,3.41376086956522,1,3.22139130434783,87.9948091032609,0.999547101449275,0.0792639456521739,1,24.9612934782609,0.774682967391304,29.9352097826087,45.7846978260869,0.774456532608696,54.8988173913043,NA,NA,"BE-Bra",TRUE
2014,497.62123,0.899003934782609,71.86,1,139.27,168.195,1,291.389,11.715902173913,1,11.3765217391304,NA,0,161.838336956522,1,164.219163043478,5.01461956521739,1,4.17369565217391,95.2194406702899,1,0.390440068695652,1,28.0053630434783,0.925724695652174,36.211877173913,44.0056369565217,0.927536304347826,56.4938956521739,NA,NA,"BE-Bra",TRUE
2015,452.29349,0.991847945652174,121.652,1,141.55,283.04,1,296.968,9.64580434782609,1,9.60473913043478,NA,0,164.436695652174,1,162.207532608696,4.27389130434783,1,3.74175,NA,NA,0.157626815217391,1,28.4438010869565,0.99592377173913,36.624275,50.8917097826087,0.997056010869565,65.6391054347826,19.4514456521739,1,"BE-Bra",TRUE
2016,413.30668,0.99660347826087,259.855,1,234.866,456.634,1,435.815,9.67559782608696,1,9.69469565217391,NA,0,153.264445652174,1,157.879010869565,4.29614130434783,1,3.86195652173913,NA,NA,0.185965217391304,1,35.7216836956522,0.997735652173913,45.95375,36.1340054347826,0.998641326086956,46.5255913043478,22.7885760869565,1,"BE-Bra",TRUE
2017,506.75746,0.822237163043478,151.219,0.999773695652174,135.314,275.779,0.999862119205298,242.049,11.1718804347826,1,11.0523152173913,NA,0,159.628597826087,1,164.556326086957,5.07541304347826,1,4.42294565217391,NA,NA,0.43258005326087,1,35.4288956521739,0.831295413043478,NA,43.623477173913,0.832427391304348,NA,17.2863804347826,1,"BE-Bra",TRUE
2018,378.31226,0.886548923913043,255.198,1,227.514,375.408,1,362.354,11.3300869565217,1,11.1983369565217,NA,0,160.417206521739,1,164.396326086957,4.91398913043478,1,4.34996739130435,NA,NA,0.701019217391304,1,38.9295076086957,0.893569065217391,NA,41.0657858695652,0.8928895,NA,23.4839565217391,1,"BE-Bra",TRUE
2019,419.69284,0.986866054347826,166.466,1,190.035,269.533,1,310.168,10.3995217391304,1,10.3817173913043,NA,0,167.109184782609,1,160.537010869565,4.84695652173913,1,4.10727173913043,NA,NA,NA,NA,29.0561913043478,0.996603347826087,NA,45.8871967391304,0.996829652173913,NA,21.3679456521739,0,"BE-Bra",TRUE
2020,484.67243,0.870470826086956,NA,NA,NA,NA,NA,NA,11.1123043478261,0.997056086956522,NA,394.58349308571,0.967391304347826,192.815510869565,0.95538947826087,NA,6.04709782608696,0.997056086956522,NA,NA,NA,NA,NA,36.0054586956522,0.888586804347826,NA,60.1074597826087,0.888133869565217,NA,11.0646304347826,1,"BE-Bra",TRUE
2011,796.14236,0.937047130434782,56.862,0.999094130434783,55.192,172.799,0.997102549668874,152.413,10.4005543478261,0.999773695652174,10.7040869565217,NA,0,189.609543478261,1,186.400619565217,3.82433695652174,0.999773695652174,4.13305434782609,92.655884400054,0.999547101449275,NA,NA,-2.890055,NA,NA,14.5713686956522,NA,NA,30.4868695652174,1,"BE-Dor",TRUE
2012,767.29435,0.851222836956522,142.412,0.995471043478261,145.101,233.113,0.997258789473684,251.26,9.3866847826087,0.954030641304348,9.43357608695652,NA,0,150.733869565217,0.954936445652174,160.358097826087,2.23372826086957,0.954030641304348,2.44127173913044,77.8979111801203,0.946105072463768,NA,NA,-2.890055,NA,NA,8.48361054347826,NA,NA,41.9265,0.95357777173913,"BE-Dor",TRUE
2013,612.00647,0.980525543478261,148.219,1,145.127,220.148,0.999724079470199,231.282,6.63548913043478,1,6.45073913043478,NA,0,139.720739130435,1,142.513684782609,1.96001086956522,1,1.98742391304348,68.3186865187198,0.999320652173913,NA,NA,-2.8802125,NA,NA,10.6100925,NA,NA,46.8707717391304,1,"BE-Dor",TRUE
2014,924.87316,0.970109065217391,70.174,1,94.414,181.351,1,199.051,9.79310869565217,1,10.1553695652174,NA,0,163.586565217391,1,168.518989130435,2.56688043478261,1,3.03317391304348,77.6929846014493,0.998641304347826,NA,NA,28.5697184782609,NA,NA,12.2037018478261,NA,NA,27.4895760869565,1,"BE-Dor",TRUE
2015,900.30799,0.951766673913043,124.109,0.999773695652174,124.019,244.896,0.999862119205298,242.659,8.36322826086957,1,8.55288043478261,NA,0,165.479206521739,1,160.525380434783,2.23369565217391,1,2.585,80.8410434229578,0.998867753623188,NA,NA,21.8556639130435,NA,NA,15.9504467391304,NA,NA,31.7206086956522,1,"BE-Dor",TRUE
2016,849.93885,0.973958195652174,215.053,0.828804206521739,204.094,370.354,0.894188513157895,363.458,8.17842391304348,1,8.14984782608696,NA,0,149.622054347826,1,154.793119565217,2.37979347826087,1,2.31235869565217,76.5628867383629,0.985280797101449,NA,NA,15.4535905434783,NA,NA,12.8040160869565,NA,NA,33.8719130434783,1,"BE-Dor",TRUE
2017,816.7275,0.989809630434783,69.814,0.999773565217391,108.806,130.957,0.983167735099338,200.276,9.748,1,9.96714130434782,NA,0,169.02597826087,1,166.867423913043,3.16333695652174,0.0711052391304348,3.24892391304348,84.5252285292151,0.998188405797101,NA,NA,34.4857293478261,NA,NA,18.4288891304348,NA,NA,27.3708695652174,1,"BE-Dor",TRUE
2018,906.78991,0.918251989130435,136.227,0.95561597826087,159.477,192.142,0.972958079470199,265.245,10.1995869565217,0.959239130434783,10.3119673913043,NA,0,166.212467391304,0.959692065217391,169.091630434783,3.21427173913044,0.959239130434783,3.22960869565217,86.2024613491273,0.950634057971015,NA,NA,37.2274119565217,NA,NA,13.3508073913043,NA,NA,26.6662826086957,0.959239130434783,"BE-Dor",TRUE
2019,641.60102,0.340353184782609,168.709,0.999094195652174,174.847,261.832,0.999310158940397,273.171,8.68220652173913,1,8.89882608695652,NA,0,156.070576086957,1,159.752706521739,2.99755434782609,1,2.57864130434783,79.0860762411347,0.999547101449275,NA,NA,0.735326608695652,NA,NA,7.17405652173913,NA,NA,21.2244456521739,1,"BE-Dor",FALSE
2020,1007.88408,0.954030673913043,102.489,1,93.726,263.69,1,223.282,9.5544347826087,1,10.0022065217391,NA,0,198.385543478261,1,192.209619565217,4.42190217391304,1,4.26426086956522,101.244761289768,0.993432971014493,NA,NA,0.683767880434783,NA,NA,17.2644206521739,NA,NA,19.7632826086957,1,"BE-Dor",TRUE
1996,1002.04648,0,117.621,0,117.621,200.021,0,200.021,5.83123913043478,0,5.83123913043478,NA,0,154.402097826087,0,154.402097826087,2.88502173913044,0,2.88502173913044,NA,NA,NA,NA,73.727802173913,0,103.001975,43.7140456521739,0,61.0587945652174,NA,NA,"BE-Vie",FALSE
1997,417.73251,0.901267978260869,201.397,1,178.918,313.018,1,302.746,7.31725,0.920289902173913,7.80496739130435,298.044265001792,0.896965579710145,153.610663043478,0.919384097826087,157.001576086957,3.36113043478261,0.920289902173913,3.09055434782609,98.1748085150204,0.898324275362319,0.612661217391304,0.919610597826087,25.400112173913,0.915534304347826,32.1756434782609,50.3385826086957,0.912137576086957,64.5773304347826,29.8421195652174,0.920289902173913,"BE-Vie",TRUE
1998,410.69376,0.915987456521739,275.785,1,252.366,389.508,1,351.9,7.90507608695652,0.858695532608696,8.1556847826087,228.116690806109,0.890172101449275,128.676717391304,0.938405717391304,140.396510869565,3.0301847826087,0.85801622826087,3.10794565217391,88.5839121522415,0.919384057971014,0.903444891304348,0.948595880434783,23.2112173913043,0.944746217391304,38.7007880434783,30.7586554347826,0.968749923913043,50.3702913043478,28.6898152173913,0.950633793478261,"BE-Vie",TRUE
1999,477.78214,0.959012967391304,237.601,1,225.906,484.886,1,440.974,8.22663043478261,0.957427586956522,8.46107608695652,281.546633534533,0.923233695652174,150.404891304348,0.956069108695652,155.310445652174,3.30771739130435,0.956522108695652,2.97682608695652,95.3305908979743,0.930932971014493,1.21457554347826,0.95652177173913,30.7703130434783,0.973505195652174,49.6577760869565,28.9795043478261,0.975317336956522,46.1907010869565,28.7428804347826,0.957427586956522,"BE-Vie",TRUE
2000,461.22122,0.906929358695652,327.777,1,258.899,566.036,1,440.048,8.37416304347826,0.892663108695652,8.53066304347826,262.593298684775,0.812726449275362,136.927989130435,0.894248086956522,147.011826086957,3.20875,0.892663108695652,2.88114130434783,97.3405490068671,0.825860507246377,0.436827630434783,0.8903985,22.2086107608696,0.945426065217391,37.5279713043478,21.5525043478261,0.967844445652174,36.1270934782609,28.0896304347826,0.892663108695652,"BE-Vie",TRUE
2001,415.27216,0.936141554347826,335.788,1,278.534,577.074,1,459.996,7.45952173913044,0.927536152173913,7.7959347826087,273.817462491813,0.890172101449275,138.858402173913,0.925498043478261,150.060913043478,3.1658152173913,0.927536152173913,2.85420652173913,108.865120433238,0.905117753623188,1.16695641304348,0.923459989130435,20.049995,0.942708163043478,29.3105192391304,28.7785284456522,0.966032967391304,42.2109562717391,28.6995652173913,0.927536152173913,"BE-Vie",TRUE
2002,484.25309,0.970108695652174,203.49,1,188.633,496.192,1,440.421,7.65535869565217,0.990036076086957,8.07886956521739,292.803090504326,0.977355072463768,153.502119565217,0.990715445652174,156.846402173913,3.41605434782609,0.990036076086957,3.22134782608696,105.88567858176,0.979166666666667,0.61495397826087,0.988677532608696,27.4786619565217,0.98573347826087,50.7991956521739,29.8548445652174,0.991847619565217,55.7665663043478,28.8203152173913,0.990036076086957,"BE-Vie",TRUE
2003,468.86904,0.949728184782609,196.441,1,218.787,374.6,1,336.89,8.34175,0.942708543478261,8.64301086956522,309.801304931782,0.932518115942029,164.324815217391,0.943614086956522,169.812369565217,4.51708695652174,0.942708543478261,3.75179347826087,100.85982743395,0.933876811594203,1.06105326086957,0.941802739130435,27.5159510869565,0.98256347826087,45.174572826087,35.1895130434783,0.99796202173913,56.4644369565217,28.7353804347826,0.942708543478261,"BE-Vie",TRUE
2004,506.74624,0.837409217391304,165.203,1,182.236,360.029,1,356.565,6.99952173913043,0.877717510869565,7.23016304347826,276.591611379103,0.775588768115942,159.331663043478,0.878396945652174,161.988891304348,3.93533695652174,0.877264445652174,3.12188043478261,90.322227618822,0.849184782608696,3.19260258695652,0.596920217391304,27.4799695652174,0.840126652173913,42.8871,37.7118913043478,0.851676010869565,57.2111652173913,24.9310869565217,0.597146847826087,"BE-Vie",TRUE
2005,450.9812,0.892436489130435,206.799,1,208.182,425.548,1,368.986,7.60791304347826,0.916440239130435,7.92907608695652,277.652258825141,0.867980072463768,144.907782608696,0.912590641304348,160.082858695652,3.11971739130435,0.915760934782609,3.18727173913043,90.2022162151404,0.875905797101449,0.606306423913043,0.913949260869565,27.3400304347826,0.902173847826087,33.7227815217391,46.4107152173913,0.897871315217391,57.1834,26.5456413043478,0.916213804347826,"BE-Vie",TRUE
2006,408.39662,0.868432847826087,347.531,1,279.597,453.225,1,383.206,6.41145652173913,0.885416586956522,6.60183695652174,273.760586422995,0.858469202898551,137.60327173913,0.886095891304348,150.674967391304,2.59655434782609,0.88360477173913,2.67979347826087,94.3142475138715,0.840579710144928,1.63469739130435,0.804347923913043,21.0785494565217,0.875453054347826,28.5837532608696,36.6769880434783,0.879302782608696,52.5927913043478,26.1642391304348,0.811141304347826,"BE-Vie",TRUE
2007,548.64751,0.85846927173913,205.145,1,199.561,483.522,1,412.696,9.78138043478261,0.955389717391304,9.86135869565217,314.952042846617,0.94633152173913,167.665456521739,0.955842586956522,171.153608695652,4.39914130434783,0.955389717391304,4.41004347826087,101.477137431721,0.948822463768116,1.45112583695652,0.954936652173913,32.1702597826087,0.899004,40.1871630434783,52.9050282608696,0.924366260869565,62.9447706521739,36.1247934782609,0.955389717391304,"BE-Vie",TRUE
2008,492.27634,0.922554271739131,327.95,1,276.796,484.178,1,416.352,7.674,0.95946547826087,7.81827173913043,274.252420728748,0.911458333333333,150.94127173913,0.939085,156.415489130435,3.17615217391304,0.959012608695652,3.45871739130435,92.574162467791,0.943161231884058,0.988455532608696,0.959012608695652,26.038247826087,0.944746282608696,33.0289923913043,47.4152064130435,0.949728043478261,57.9524989130435,38.7849782608696,0.95946547826087,"BE-Vie",TRUE
2009,595.7464,0.223505282608696,251.518,1,241.086,365.408,1,377.366,8.65998913043478,0.200860456521739,8.71727173913044,NA,0,150.977891304348,0.195425684782609,153.428913043478,3.43190217391304,0.20063402173913,3.26477173913043,NA,NA,-0.410292327173913,0.20063402173913,33.0707858695652,0.197463934782609,43.3859315217391,48.8725270652174,0.260869683695652,65.1434336956522,37.9045217391304,0.200860456521739,"BE-Vie",FALSE
2010,481.84848,0.945199358695652,147.752,1,161.766,307.844,1,299.482,6.87970652173913,1,6.64990217391304,294.27432629167,0.987771739130435,149.064717391304,0.995470967391304,158.601054347826,3.24277173913043,1,3.17915217391304,92.1838768115942,1,0.826644475,1,33.2565260869565,0.997056086956522,37.5595619565217,49.474047826087,0.955615826086957,55.1422793478261,36.0312934782609,1,"BE-Vie",TRUE
2011,629.4174,0.881340239130435,70.917,0.999773565217391,85.55,200.96,0.999862039735099,240.475,10.2779239130435,1,9.79039130434783,377.2851766849,0.992527173913043,185.60797826087,1,183.216293478261,5.25907608695652,1,5.20375,105.332880434783,1,0.955851358695652,0.999547130434783,40.2296119565217,0.973505597826087,40.7640956521739,63.1705054347826,0.996377108695652,63.6554673913043,34.9871847826087,0.999547130434783,"BE-Vie",TRUE
2012,534.80396,0.945652097826087,156.397,1,209.408,278.887,0.997807065789474,380.691,8.91497826086957,1,8.61453260869565,307.159950131371,0.99411231884058,151.782619565217,0.998641260869565,158.612608695652,3.5185652173913,1,3.32475,92.2503565371569,0.999320652173913,0.992822945652174,1,39.4128347826087,0.996603543478261,40.8184043478261,48.7459652173913,0.998867956521739,50.6006652173913,35.4163043478261,1,"BE-Vie",TRUE
2013,406.50011,0.772645152173913,130.976,0.998867826086956,200.947,197.675,0.999310198675497,319.955,5.42246739130435,0.850543608695652,5.34555434782609,NA,0.653079710144927,137.033336956522,0.83990022826087,142.26297826087,2.46394565217391,0.843749891304348,2.51613043478261,89.3850524767541,0.841485507246377,0.861135871739131,0.995471097826087,28.0962673913043,0.776494630434783,31.396327173913,50.3099760869565,0.920289652173913,57.6915315217391,36.5634347826087,0.995697402173913,"BE-Vie",TRUE
2014,532.48387,0.895833163043478,90.514,1,146.54,211.014,1,284.86,9.62358695652174,1,9.14904347826087,313.912666009417,0.966485507246377,156.227913043478,0.999547130434783,164.331565217391,4.02841304347826,0.999094260869565,3.7391847826087,81.8917187018193,0.999773550724638,0.504002326086956,0.91711947826087,34.4899293478261,0.983695565217391,38.2901260869565,44.5008163043478,0.989356695652174,49.310647826087,35.2530217391304,0.917572347826087,"BE-Vie",TRUE
2015,509.70335,0.887907402173913,128.61,0.88020825,167.826,238.81,0.927014298013245,324.61,7.91870652173913,1,7.58265217391304,NA,0.387907608695652,167.970760869565,0.87115052173913,159.382358695652,3.83188043478261,1,3.3749347826087,102.039123689485,0.999094202898551,1.0404280326087,1,33.384722826087,0.941802891304348,46.6860456521739,40.2194760869565,0.980298760869565,54.5755054347826,25.5737717391304,1,"BE-Vie",TRUE
